id,text,english_text,url
vocabulary-sample-3678,خواهش میکنم سکوت کن!,I beg you to be silent!,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/3678.mp3
transcript_1090-1,میشه (می‌ شود) دفترفیزیکت رو (را) بهم (به من) قرض بدی (بدهی)؟,Can you lend me your physics notebook?,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1090/1.mp3
transcript_1090-2,تا کی لازمش داری؟,Until when do you need it?,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1090/2.mp3
transcript_1090-3,تا فردا بعد ازظهر. فقط میخوام (می‌ خواهم) ازش (از آن) کپی بگیرم.,Until tomorrow afternoon. I just want to make a copy of it.,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1090/3.mp3
transcript_1090-4,میتونی (می‌ توانی‌) شنبه بیاریش ( بیاوریش) ؟ من فردا نمیام (نمی‌ آیم).,Can you bring it on Saturday? I don't come tomorrow.,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1090/4.mp3
transcript_1090-5,باشه.,Ok.,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1090/5.mp3
transcript_1090-6,یادت نره (نرود) شنبه بیاریش ( بیاوریش) مریمم (مریم هم) میخواد (می‌ خواهد) کپی بگیره (بگیرد).,Don't forget to bring it Saturday! Maryam wants to make a copy too.,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1090/6.mp3
transcript_1090-7,میخوای(می‌ خواهی‌) دو سری کپی بگیرم؟,Do you want me to make two copies?,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1090/7.mp3
transcript_1090-8,چه خوب دستت درد نکنه (نکند).,How nice. Thanks.,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1090/8.mp3
transcript_1090-1,mishe (mishavad) daftar-e fiziket ro (raa) behem (be man) qarz bedi (bedahi)?,Can you lend me your physics notebook?,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1090/1.mp3
transcript_1090-2,taa key laazemesh daari?,Until when do you need it?,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1090/2.mp3
transcript_1090-3,taa fardaa ba'd az zohr. faqat mikhaam (mikhaaham) azash (az aan) kopi begiram.,Until tomorrow afternoon. I just want to make a copy of it.,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1090/3.mp3
transcript_1090-4,mitooni (mitavaani) shanbe biyaarish (biyaavarish)? man fardaa nemiyaam (nemiaayam).,Can you bring it on Saturday? I don't come tomorrow.,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1090/4.mp3
transcript_1090-5,baashe.,Ok.,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1090/5.mp3
transcript_1090-6,yaadet nare (naravad) shanbe biyaarish (biyaavarish) maryamam (maryam ham) mikhaad (mikhaahad) kopi begire (begirad).,Don't forget to bring it Saturday! Maryam wants to make a copy too.,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1090/6.mp3
transcript_1090-7,mikhaay (mikhaahi) do seri kopi begiram?,Do you want me to make two copies?,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1090/7.mp3
transcript_1090-8,che khoob dastet dard nakone (nakonad).,How nice. Thanks.,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1090/8.mp3
vocabulary-5666,لازم داشتن,to need,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/5666.mp3
vocabulary-sample-3680,من یه (یک) قابلمه لازم دارم.,I need a pot.,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/3680.mp3
vocabulary-3595,بعد از ظهر,afternoon,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/3595.mp3
vocabulary-sample-3681,امروز بعد از ظهر بهت زنگ میزنم.,I'll call you this afternoon.,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/3681.mp3
vocabulary-sample-2813,امروز بعد از ظهر بهت زنگ میزنم.,I'll call you back this afternoon.,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/2813.mp3
vocabulary-5669,دستت درد نکنه (نکند).,thanks,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/5669.mp3
vocabulary-sample-3685,دستتون درد نکنه!,Thank you.,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/3685.mp3
vocabulary-5670,سری,series (as numerator for copies),https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/5670.mp3
vocabulary-sample-3686,این مغازه یه (یک) سری لباس زمستونی (زمستانی) ‍جدی آورده (آورده است).,This store has brought some new winter clothes.,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/3686.mp3
vocabulary-5668,خواستن,to want,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/5668.mp3
vocabulary-sample-3684,میخوام (میخواهم) برم (بروم) باشگا (باشگاه).,I want to to go to the gym.,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/3684.mp3
116001,دفتر,notebook,https://d1pra95f92lrn3.cloudfront.net/audio/116001.mp3
vocabulary-sample-4991,من برای هر کلاس یک دفتر جداگانه دارم.,I have a separate notebook for each class.,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/4991.mp3
vocabulary-sample-4990,دفترچه خط دار,white lined notebook,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/4990.mp3
vocabulary-sample-3679,دفترت کجاس (کجا است)؟,Where's your notebook?,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/3679.mp3
vocabulary-sample-2931,چند تا دفتر لازم دارید؟,How many notebooks do you need?,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/2931.mp3
vocabulary-5667,کپی گرفتن,to make a copy,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/5667.mp3
vocabulary-sample-3682,از شناسنامه اش یه (یک) کپی بگیر.,Make a copy of her/his birth certificate.,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/3682.mp3
115570,شنبه,Saturday,https://d1pra95f92lrn3.cloudfront.net/audio/115570.mp3
vocabulary-sample-3687,از شنبه شروع میکنم!,I'll start from Saturday!,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/3687.mp3
transcript_1092-1,کتابای (کتاب‌های) ترم سوم رو (را) خریدی؟,Did you buy the third term's books?,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1092/1.mp3
transcript_1092-2,نه، هنوز وقت نکردم برم (بروم) کتابفروشی. بهت (به تو) گفته بودم که سرم شلوغه (شلوغ است).,"No, I haven't had time to go to the bookstore yet. I had told you I was busy.",https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1092/2.mp3
transcript_1092-3,پس بیا چهارشنبه با هم بریم (برویم).,"Then, let's go together on Wednesday.",https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1092/3.mp3
transcript_1092-4,چهارشنبه نمیتونم (نمی‌ توانم) بیام. کلاس آخرم دیروقت تموم (تمام) میشه (می‌ شود).,I can't go on Wednesday. My last class finishes late in the evening.,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1092/4.mp3
transcript_1092-5,پنجشنبه چطور؟,How about Thursday?,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1092/5.mp3
transcript_1092-6,پنجشنبه خوبه (خوب است)، ساعت چند و کجا همدیگرو (همدیگر را) ببینیم؟,Thursday is cool. What time and where shall we see each other?,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1092/6.mp3
transcript_1092-7,ساعت ۲ بعد از ظهر جلوی در دانشگاه.,"At two in the afternoon, in front of the university gate.",https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1092/7.mp3
transcript_1092-8,باشه، حتماً میام (می‌آیم).,"Okay, I will definitely go.",https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1092/8.mp3
transcript_1092-1,ketaab-haa-ye term-e sevvom ro (raa) kharidi?,Did you buy the third term's books?,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1092/1.mp3
transcript_1092-2,"na, hanooz vaqt nakardam beram (beravam) ketaabforooshi. behet (be to) gofte boodam ke saram shoolooghe (sholoogh ast).","No, I haven't had time to go to the bookstore yet. I had told you I was busy.",https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1092/2.mp3
transcript_1092-3,pas biaa chaahaar shanbe baa ham berim (beravim).,"Then, let's go together on Wednesday.",https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1092/3.mp3
transcript_1092-4,chaahaar shanbe nemitoonam (nemitavaanam) biyaam (biyaayam). kelaas-e aakharam dir vaqt tamoom (tamaam) mishe (mishavad).,I can't go on Wednesday. My last class finishes late in the evening.,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1092/4.mp3
transcript_1092-5,panjshanbe chetor?,How about Thursday?,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1092/5.mp3
transcript_1092-6,"panjshanbe khoobe (khoob ast), saa'at-e chand? va kojaa hamdigar-o (hamdigar raa) bebinim?",Thursday is cool. What time and where shall we see each other?,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1092/6.mp3
transcript_1092-7,saa'at-e do b'ad az zohr joloy-e dar-e daaneshgaah.,"At two in the afternoon, in front of the university gate.",https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1092/7.mp3
transcript_1092-8,"baashe, hatman miyaam (miyaayam).","Okay, I will definitely go.",https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1092/8.mp3
vocabulary-3740,کتابفروشی,bookstore,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/3740.mp3
vocabulary-sample-3689,یه (یک) کتابفروشی معروف تو خیابون ( در خیابان) سوم هست.,There is a famous bookstore on the 3rd street.,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/3689.mp3
vocabulary-sample-2988,یک کتابفروشی معروف در خیابان سوم وجود دارد.,There is a famous bookstore on 3rd Avenue.,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/2988.mp3
vocabulary-5672,خوب,cool,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/5672.mp3
vocabulary-sample-3690,اون (او) معلم خوبیه (خوبی است).,He(she)'s a good teacher.,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/3690.mp3
vocabulary-5676,تمام شدن,to finish,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/5676.mp3
vocabulary-5677,ساعت ‍چند؟,what time,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/5677.mp3
vocabulary-sample-3695,ساعت چن (چند) میرن (می روند)؟,What time are they going?,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/3695.mp3
vocabulary-5674,دیروقت,late (in the evening),https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/5674.mp3
vocabulary-sample-3692,شوهرم دیروقت از سر کار برمی گرده (برمی گردد).,My husband comes home from work late.,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/3692.mp3
vocabulary-5675,وقت کردن,to get around to,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/5675.mp3
vocabulary-sample-3693,وقت نکردم برم (بروم) آرایشگاه.,I didn't get around to going to the salon.,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/3693.mp3
vocabulary-5671,ترم,term,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/5671.mp3
vocabulary-sample-3688,ترم دوم کی تموم (تمام) میشه (می شود)؟,When does the second term end?,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/3688.mp3
vocabulary-3738,کجا,where,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/3738.mp3
vocabulary-sample-3726,فردا شب کجا میری (می روی)؟,Where are you going tomorrow night?,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/3726.mp3
vocabulary-sample-3696,اون کلاهو (آن کلاه را) از کجا گرفتی؟,Where did you get that hat?,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/3696.mp3
vocabulary-sample-2987,فردا شب کجا خواهید رفت؟,Where are you going tomorrow night?,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/2987.mp3
vocabulary-5673,با هم,together,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/5673.mp3
vocabulary-sample-3691,بیا باهم برقصیم!,Let's dance together!,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/3691.mp3
vocabulary-5678,همدیگر,each other,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/5678.mp3
vocabulary-sample-3697,دو ساله (سال است) که همدیگرو (همدیگر را) ندیدیم!,It's been two years since we have seen each other!,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/3697.mp3
transcript_1093-1,سلام، حال شما چطوره (چطوراست)؟,"Hello, how are you?",https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1093/1.mp3
transcript_1093-2,سلام، خوبم، شما چطورید؟,"Hello, I'm fine. How are you?",https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1093/2.mp3
transcript_1093-3,خوبم مرسی.,"I'm fine, thanks.",https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1093/3.mp3
transcript_1093-4,شما صبحونه (صبحانه) خوردید؟,Have you had breakfast?,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1093/4.mp3
transcript_1093-5,نه‌ خیلی‌ هم گرسنه هستم.,"No, and I'm very hungry.",https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1093/5.mp3
transcript_1093-6,پس بریم (برویم) کافه یک (یه) چیزی بخوریم.,"So, let's go to a cafe and eat something.",https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1093/6.mp3
transcript_1093-7,آره فکر خوبیه (خوبی‌ است).,"Yeah, that's a good idea.",https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1093/7.mp3
transcript_1093-8,پس زود بریم (برویم) و برگردیم.,Then let's go and be back soon.,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1093/8.mp3
transcript_1093-1,"salaam, haal-e shomaa chetore (chetor ast)?","Hello, how are you?",https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1093/1.mp3
transcript_1093-2,"salaam, khoobam, shomaa chetorid?","Hello, I'm fine. How are you?",https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1093/2.mp3
transcript_1093-3,khoobam mersi.,"I'm fine, thanks.",https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1093/3.mp3
transcript_1093-4,shomaa sobhoone (sobhaane) khordid?,Have you had breakfast?,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1093/4.mp3
transcript_1093-5,na kheyli ham gorosne hastam.,"No, and I'm very hungry.",https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1093/5.mp3
transcript_1093-6,pas berim (beravim) kaafe ye (yek) chizi bokhorim.,"So, let's go to a cafe and eat something.",https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1093/6.mp3
transcript_1093-7,aare fekr-e khoobie (khoobi ast).,"Yeah, that's a good idea.",https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1093/7.mp3
transcript_1093-8,pas zood berim-o (beravim va) bargardim.,Then let's go and be back soon.,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1093/8.mp3
vocabulary-5679,چطوره (چطوراست),how is,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/5679.mp3
vocabulary-sample-3699,این روسری آبی چطوره؟,How about this blue scarf?,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/3699.mp3
vocabulary-5680,چطورید؟,How are you?,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/5680.mp3
vocabulary-sample-3700,سلام، چطورید؟,"Hi, how are you doing?",https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/3700.mp3
vocabulary-5683,آره / آری,"yeah, yes",https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/5683.mp3
vocabulary-sample-3704,آره باید بهش خبر بدیم.,"Yeah, we should let him (her) know.",https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/3704.mp3
vocabulary-5684,فکر,idea,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/5684.mp3
vocabulary-5681,گرسنه/گشنه,hungry,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/5681.mp3
vocabulary-sample-3702,گشنه اته (گرسنه هستی)؟,Are you hungry?,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/3702.mp3
vocabulary-5682,کافه,coffee shop/cafe,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/5682.mp3
vocabulary-sample-3703,رفتیم تو یه (داخل یک) کافه.,We went into a cafe.,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/3703.mp3
dictionary-3368_t.bb2da3268da927d11d42a0ed7f881eab,چطوری,how,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/dictionary/3368_t.bb2da3268da927d11d42a0ed7f881eab.mp3
vocabulary-sample-3698,چطوری برم میدون انقلاب؟,How do I get to Enqelab square?,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/3698.mp3
vocabulary-sample-3355,بهم یاد بده چطوری از کنترل استفاده کنم.,Tell me how to use the remote control.,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/3355.mp3
vocabulary-sample-1634,چطوری توانستید از این راه بروید؟,How did you go by this way?,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/1634.mp3
vocabulary-sample-1580,چطوری بروم میدان انقلاب؟,How can I go to Enghelab Square?,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/1580.mp3
vocabulary-5685,پس,so,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/5685.mp3
vocabulary-sample-3706,اگر خسته‌ای، پس کار نکن!,"If you're tired, then don’t work!",https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/3706.mp3
vocabulary-3590,صبحانه,breakfast,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/3590.mp3
vocabulary-sample-3701,صبحانه چی خوردی؟,What did you have for breakfast?,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/3701.mp3
vocabulary-sample-2805,برای صبحانه چی‌ خوردی؟,What did you have for breakfast?,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/2805.mp3
vocabulary-5686,زود,"early, soon",https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/5686.mp3
vocabulary-sample-3707,زود برمیگردم!,I'll be back soon!,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/3707.mp3
transcript_1095-1,این عکس مزرعه پدربزرگمه (پدربزرگم است).,This is a picture of my grandfather's farm.,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1095/1.mp3
transcript_1095-2,پدربزرگت چه حیوونایی دارن (دارند)؟,What kind of animals does he have?,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1095/2.mp3
transcript_1095-3,از همشون (همه اشان) عکس دارم. ببین! دو تا گاو ماده و یه (یک) گوساله.,I've got pictures of all of them. Look! Two cows and a calf.,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1095/3.mp3
transcript_1095-4,چه گوساله بانمکی!,What a cute calf!,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1095/4.mp3
transcript_1095-5,بز و گوسفند هم دارن (دارند). این بره تازه به دنیا اومده (آمده) بود.,They have goats and sheep. This lamb was just born.,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1095/5.mp3
transcript_1095-6,سگشون چه بزرگه (سگشان چه بزرگ است)!,How big his dog is!,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1095/6.mp3
transcript_1095-7,دوتا ژرمن شپرد دارن!,He's got two German Shepherds!,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1095/7.mp3
transcript_1095-8,اسبم دارن (اسب هم دارند)؟,Does he have horses too?,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1095/8.mp3
transcript_1095-9,آره! یه (یک) مادیان سفید! نمیدونم (نمی دانم) چرا عکسش اینجا نیس (نیست)!,Yeah! A mare! I don't know why her photo's not here!,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1095/9.mp3
transcript_1095-10,دوست دارم سال دیگه باهات برم اینجا (دوست دارم سال دیگر با تو به اینجا بروم)!,I'd like to go there with you!,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1095/10.mp3
transcript_1095-11,حتماً!,"Sure, why not!",https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1095/11.mp3
transcript_1095-1,in aks-e mazra'e-ye pedar bozorgame (pedar bozorgam ast).,This is a picture of my grandfather's farm.,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1095/1.mp3
transcript_1095-2,pedarbozorget che heyvoonaayi daaran (darand)?,What kind of animals does he have?,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1095/2.mp3
transcript_1095-3,az hamashoon (heme eshaan) aks daaram. bebin! do taa gaav-e maadde-o (va) ye (yek) gosaale.,I've got pictures of all of them. Look! Two cows and a calf.,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1095/3.mp3
transcript_1095-4,che gosaale-ye baa namaki!,What a cute calf!,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1095/4.mp3
transcript_1095-5,boz-o (va) goosfand daaran (daarand). in barre taaze be donyaa oomade (aamade) bood.,They have goats and sheep. This lamb was just born.,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1095/5.mp3
transcript_1095-6,sageshoon che bozorge (sageshaan che bozorg ast).,How big his dog is!,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1095/6.mp3
transcript_1095-7,do taa zherman sheperd daaran (daarand).,He's got two German Shepherds!,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1095/7.mp3
transcript_1095-8,asbam daaran (asb ham daarand)?,Does he have horses too?,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1095/8.mp3
transcript_1095-9,aare! ye (yek) maadiyaan-e sefid! nemidoonam (nemidaanam) cheraa aksesh (aksash) injaa nis (nist)!,Yeah! A mare! I don't know why her photo's not here!,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1095/9.mp3
transcript_1095-10,doost daaram saal-e dige baahaat beram injaa (doost daaram saal-e digar baa to be injaa beravam).,I'd like to go there with you!,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1095/10.mp3
transcript_1095-11,hatman!,"Sure, why not!",https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1095/11.mp3
775764,مزرعه,farm,https://d1pra95f92lrn3.cloudfront.net/audio/775764.mp3
vocabulary-sample-3709,این منطقه مزرعه زیاد داره (دارد).,This region has a lot of farms.,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/3709.mp3
vocabulary-3823,عکس,picture,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/3823.mp3
vocabulary-sample-3710,من بیشتر از دو هزار تا عکس دارم.,I have more than two thousand pictures (photos).,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/3710.mp3
vocabulary-sample-3084,احتمالاً، الان یه عالمه عکس رو کامپیوترم دارم.,I probably have millions of pictures on my computer right now.,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/3084.mp3
1736019,بز,goat,https://d1pra95f92lrn3.cloudfront.net/audio/1736019.mp3
vocabulary-sample-3714,شیر بز دوست ندارم.,I don't like goats milk.,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/3714.mp3
vocabulary-sample-2213,بزها در مزرعه بازی می‌کنند.,The goats are playing on the farm.,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/2213.mp3
117029,اسب,horse,https://d1pra95f92lrn3.cloudfront.net/audio/117029.mp3
vocabulary-sample-4610,اسب در کشتزار,horse in a field,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/4610.mp3
vocabulary-sample-4609,اسب سواری,ride a horse,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/4609.mp3
vocabulary-sample-4608,اسب ها حیوانات زیبایی هستند.,Horses are beautiful animals.,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/4608.mp3
vocabulary-sample-4607,اسب در کشتزار در حال دویدن است.,The horse is running in the field.,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/4607.mp3
vocabulary-sample-3715,اسب سواری رو (سواری را) دوست دارم.,I like horseback riding.,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/3715.mp3
vocabulary-sample-2260,اسب در دشت در حال دویدن است.,The horse is running in the field.,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/2260.mp3
vocabulary-5690,مادیان,mare,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/5690.mp3
vocabulary-sample-3712,این مادیان سیاه زیبا است.,This black mare is beautiful.,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/3712.mp3
1736022,سگ,dog,https://d1pra95f92lrn3.cloudfront.net/audio/1736022.mp3
vocabulary-sample-4588,سگ پیر,old dog,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/4588.mp3
vocabulary-sample-4587,پسر یک سگ خانگی دارد.,The boy has a pet dog.,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/4587.mp3
vocabulary-sample-4586,سگ بزرگ,big dog,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/4586.mp3
vocabulary-sample-4585,سگ پشمالو,hairy dog,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/4585.mp3
vocabulary-sample-4584,سگ کوچک در حیاط با توپ زرد بازی می‌کند.,The little dog is playing with a yellow ball in the yard.,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/4584.mp3
