id,url,english_text,texts
transcript_1143-4,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1143/4.mp3,50 minus 32 is 18. It's correct.,"[""پنجاه منهای سی و دو می‌شه (می‌شود) هیجده. این درسته (درست است)."", ""panjaah menhaa-ye si-o do mishe (mishavad) hijdah, in doroste (dorost ast).""]"
transcript_1143-5,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1143/5.mp3,3 multiplied by 12 is 36. Bravo!,"[""سه ضربدر دوازده می‌شه (می‌شود) سی و شیش (شش).آفرین!"", ""se zarbdar davaazdah mishe (mishavad) si-o shish (shesh). aafarin!""]"
transcript_1143-6,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1143/6.mp3,75 divided by 15 is.... You've missed this.,"[""هفتاد و پنج تقسیم بر پونزده (پانزده) می‌شه (می‌شود).... اینو (این را) جا انداختی."", ""haftaad-o panj taqsim bar poonzdah (paanzdah) mishe (mishavad)..... ino (in raa) jaa andaakhti.""]"
transcript_1143-7,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1143/7.mp3,75 divided by 15 is....5.,"[""هفتاد و پنج تقسیم بر پونزده (پانزده) می‌شه (می‌شود)... پنج."", ""haftaad-o panj taqsim bar poonzdah (paanzdah) mishe (mishavad) panj.""]"
transcript_1143-8,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1143/8.mp3,Well done! And 60% of 50 is 30.,"[""آفرین و شصت درصد پنجاه می‌شه (می‌شود) سی."", ""aafarin! va shast darsad-e panjaah mishe (mishavad) si.""]"
955943,https://d1pra95f92lrn3.cloudfront.net/audio/955943.mp3,correct,"[""درست""]"
vocabulary-sample-8275,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/8275.mp3,That is correct.,"[""این درست است.""]"
vocabulary-sample-3769,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/3769.mp3,This is not correct.,"[""این حرف درست نیست.""]"
vocabulary-5995,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/5995.mp3,plus,"[""به علاوه""]"
vocabulary-sample-3770,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/3770.mp3,Three plus three is six.,"[""سه به علاوه سه می‌شه (می‌شود) شیش (شش).""]"
vocabulary-5999,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/5999.mp3,multiplied by,"[""ضرب در""]"
vocabulary-sample-3774,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/3774.mp3,Nine multiplied by seven is sixty-three.,"[""نه ضرب در هفت می شود شصت و سه.""]"
vocabulary-6000,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/6000.mp3,divided by,"[""تقسیم بر""]"
vocabulary-sample-3775,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/3775.mp3,Twenty-four divided by three equals eight.,"[""بیست و چهار تقسیم بر سه برابر است با هشت.""]"
vocabulary-5997,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/5997.mp3,to make a mistake,"[""اشتباه کردن""]"
vocabulary-sample-3772,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/3772.mp3,"If you don't make mistakes, you won't learn.","[""تا اشتباه نکنی یاد نمی گیری.""]"
1433175,https://d1pra95f92lrn3.cloudfront.net/audio/1433175.mp3,minus,"[""منها""]"
vocabulary-sample-8866,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/8866.mp3,Eight minus one is seven.,"[""هشت منهای یک میشه هفت.""]"
vocabulary-sample-3773,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/3773.mp3,Seven minus two is five.,"[""هفت منهای دو می شود پنج.""]"
vocabulary-5994,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/5994.mp3,exercise,"[""تمرین""]"
vocabulary-sample-3768,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/3768.mp3,"Today, we have play rehearsal.","[""امروز تمرین تئاتر داریم.""]"
vocabulary-6001,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/6001.mp3,percent,"[""درصد""]"
vocabulary-sample-3776,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/3776.mp3,I agree 100 percent.,"[""صد درصد موافقم.""]"
vocabulary-5996,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/5996.mp3,is,"[""می‌شه (می‌شود)""]"
vocabulary-sample-3771,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/3771.mp3,Forty minus eight is thirty-two.,"[""چهل منهای هشت می شود سی و دو.""]"
vocabulary-6002,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/6002.mp3,"well done, bravo","[""آفرین""]"
vocabulary-sample-3777,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/3777.mp3,Hats off to you!,"[""آفرین به تو!""]"
transcript_1144-1,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1144/1.mp3,I want to take the coming Thursday off!,"[""من می‌خوام (می‌خواهم) پنجشنبه هفته آینده مرخصی بگیرم."", ""man mikhaam (mikhaaham) panjshanbe-ye hafte-ye aayande morkhasi begiram.""]"
transcript_1144-2,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1144/2.mp3,Why?,"[""چرا؟"", ""cheraa?""]"
transcript_1144-3,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1144/3.mp3,I must take my wife to the doctor.,"[""باید همسرم رو (همسرم را) ببرم دکتر."", ""baayad hamsaram ro (raa) bebaram doktor.""]"
transcript_1144-4,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1144/4.mp3,God forbid! Is there any problem?,"[""خدای نکرده مشکلی پیش اومده (آمده است)؟"", ""khodaayi nakarde moshkeli pish oomade (aamade ast)?""]"
transcript_1144-5,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1144/5.mp3,"It's been a while, she's been having headaches all the time!","[""مدتیه (مدتی است) همش سردرد داره (دارد)."", ""moddati-ye (moddati ast) hamash sardard daare (daarad).""]"
transcript_1144-6,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1144/6.mp3,Maybe it's just because of the pregnancy.,"[""شاید فقط به خاطر بارداریه (بارداری است)."", ""shaayad be khaater-e baardaari-ye (baardaari ast).""]"
transcript_1144-7,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1144/7.mp3,I hope it's not a big problem.,"[""من هم امیدوارم مشکل بزرگی نباشه (نباشد)."", ""man ham omidvaaram moshkel-e bozorgi nabaashe (nabaashad).""]"
transcript_1144-8,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1144/8.mp3,"Yeah, think positive.","[""آره مثبت فکر کنین (کنید)."", ""aare mosbat fekr konin (konid).""]"
778715,https://d1pra95f92lrn3.cloudfront.net/audio/778715.mp3,wife,"[""همسر""]"
vocabulary-sample-3779,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/3779.mp3,His (her) spouse is ten years older than him (her).,"[""همسرش ۱۰ سال از خودش بزرگتره (بزرگتر است).""]"
vocabulary-sample-3189,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/3189.mp3,That is his wife.,"[""او همسرش است.""]"
vocabulary-sample-2788,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/2788.mp3,His wife is older than him by ten years.,"[""همسر او ۱۰ سال از خودش بزرگتر است.""]"
vocabulary-6004,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/6004.mp3,maybe,"[""شاید""]"
vocabulary-sample-3780,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/3780.mp3,Maybe some other time.,"[""شاید یه وقت دیگه.""]"
vocabulary-6008,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/6008.mp3,God forbid,"[""خدای نکرده""]"
vocabulary-sample-3784,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/3784.mp3,"God forbid, has any bad thing happened?","[""خدای نکرده اتفاق بدی افتاده (افتاده است)؟""]"
vocabulary-6009,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/6009.mp3,it's been a while,"[""مدتیه""]"
vocabulary-sample-3785,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/3785.mp3,It's been a while I haven't seen him (her).,"[""مدتیه ندیدمش.""]"
vocabulary-6006,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/6006.mp3,pregnancy,"[""بارداری""]"
vocabulary-sample-3782,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/3782.mp3,Pregnancy is dangerous at older ages.,"[""بارداری در سنین بالا خطرناک است.""]"
vocabulary-6007,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/6007.mp3,all the time,"[""همش""]"
vocabulary-sample-3783,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/3783.mp3,He's nagging all the time.,"[""همش داره غر میزنه (دارد غرمیزند).""]"
vocabulary-6003,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/6003.mp3,incoming,"[""آینده""]"
vocabulary-sample-3778,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/3778.mp3,What do you want to be in the future?,"[""تو (در) آینده میخوای (می خواهی) چه کاره بشی (بشوی)؟""]"
vocabulary-1825,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/1825.mp3,headache,"[""سردرد""]"
vocabulary-sample-3786,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/3786.mp3,I have a bad headache.,"[""سردرد بدی دارم.""]"
vocabulary-sample-1652,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/1652.mp3,"""I take aspirin for my headache.""","[""من برای سردرد آسپرین می خورم.""]"
vocabulary-6005,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/6005.mp3,to happen,"[""پیش آمدن""]"
vocabulary-sample-3781,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/3781.mp3,It happens.,"[""پیش میاد (می آید).""]"
1808064,https://d1pra95f92lrn3.cloudfront.net/audio/1808064.mp3,positive,"[""مثبت""]"
vocabulary-sample-2079,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/2079.mp3,"His honesty, attracted the positive opinion of his teacher.","[""صداقت او نظر مثبت استاد را به خود جلب کرد.""]"
transcript_1277-1,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1277/1.mp3,"Well, tell me about your last job?","[""خب، از کار قبلی‌تون (قبلی‌تان) برام (برای من) بگین (بگویید)؟"", ""khob, az kaar-e qablitoon (qabli-yetaan) baraam (baraayam) begin (begooid)?""]"
transcript_1277-2,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1277/2.mp3,"Yes, I was working at a clothing store. I was in charge of attending the customers and sales there.","[""بله، من تو یه (در یک) فروشگاه لباس کار می‌کردم. اونجا (آنجا) مسئول رسیدگی به مشتریا (مشتریان) و فروش بودم."", ""bale, man too ye (dar yek) foorooshgaah-e lebaas kaar mikardam. oonjaa (aanjaa) mas'ool-e residegi be moshtariyaa-o (moshtariyaan va) foroosh boodam.""]"
transcript_1277-3,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1277/3.mp3,How long were you there?,"[""چه مدت اونجا (آنجا) بودین (بودید)؟"", ""che moddat oonjaa (aanjaa) boodin (boodid)?""]"
transcript_1277-4,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1277/4.mp3,Three and a half years.,"[""سه سال و نیم."", ""se saal-o nim.""]"
transcript_1277-5,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1277/5.mp3,Why did you become interested in our company?,"[""چرا به شرکت ما علاقمند شدین (شدید)؟"", ""cheraa be sherkat-e maa a'laaqemand shodin (shodid)?""]"
transcript_1277-6,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1277/6.mp3,"Well, after working this long at a small shop, I think I'm ready to work at a large complex. My mother tongue is English, and I'd like to challenge my Persian. I have the experience of managing the orders.","[""خب بعد از این مدت کار کردن توی یه (در یک) فروشگاه کوچیک (کوچک) فکر می‌کنم آمادگی کار کردن توی (در یک) مجموعه بزرگ رو (بزرگ را) داشته باشم. زبان مادریم انگلیسیه (انگلیسی است) و می‌خوام (می‌خواهم) فارسیم رو (فارسی ام را) به چالش بکشم. تجربه مدیریت کردن سفارش‌ها رو (را) هم دارم."", ""khob ba'd az in moddat kaar kardan too-ye (dar yek) foorooshgaah-e koochik (koochak) fekr mikonam aamaadegi-ye kaar kardan too ye (dar yek) majmoo'e-ye bozorg ro (bozorg raa) daashte baasham. zabaan-e maadarim (maadari-yam) engelisi-ye (engelisi ast) va mikhaam (mikhaaham) faarsim ro (faarsi-yam raa) be chaalesh bekesham. tajrobe-ye modiriyat kardan-e sefaaresh haa ro (raa) ham daaram.""]"
transcript_1277-7,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1277/7.mp3,What are your salary expectations?,"[""حقوق مورد نظرتون (تان) چقدره (چقدر است)؟"", ""hoqooq-e mored-e nazaretoon (nazaretaan) che qadre (che qadr ast)?""]"
transcript_1277-8,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1277/8.mp3,"Mmm, considering my work experience, and this, that I'm to help the shop with accounting tasks, between 2.5 and 3 million (Toman).","[""ممم با توجه به تجربه کاریم (کاری‌ام) و اینکه قراره (قرار است) توی (در) کارای (کارهای) حسابداری به فروشگاه کمک کنم، بین ماهی دو و نیم تا سه میلیون."", ""mmm baa tavajjoh be saabeqe-ye kaarim (kaari-yam) va inke qaraare (qaraar ast) too kaaraa-ye (kaar-haa-ye) hesaabdaari be foorooshgaah komak konam, beyn-e maahi do-o nim taa se milyoon.""]"
transcript_1277-9,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1277/9.mp3,"Our proposed wage cap is 2.5 million. If we ask you to work on some weekends as well, you'll be paid extra.","[""سقف دستمزد پیشنهادی ما دو میلیون و نیمه (نیم است). ممکنه (ممکن است) ازتون بخوایم (ازتان بخواهیم) بعضی آخرهفته‌هام (ها هم) کار کنین (کنید)، بهتون (بهتان) اضافه حقوق پرداخت می‌شه (می‌شود)."", ""saqf-e dastmozd-e pishnahaadi-ye maa do-o nim milyoone (milyoon ast). momkene (momken ast) azatoon bekhaaym (az shomaa bekhaahim) ba'zi aakhar-e hafte-haam (haa ham) kaar konin (konid), behetoon (behetaan) ezaafe hoqooq pardaakht mishe (mishavad).""]"
transcript_1277-10,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1277/10.mp3,Do I have insurance?,"[""بیمه‌ام (هم) دارم؟"", ""bimam (bime ham) daaram?""]"
transcript_1277-11,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1277/11.mp3,"Yes, you'll be insured. Your paid vacation is 26 days a year according to the labor law. Thank you for coming. We'll be contacting you regarding the result of the interview.","[""بله، بیمه دارین (دارید). مرخصی استحقاقی تونم (استحقاقی‌تان هم) طبق قانون کار بیست و شیش (شش) روزه (روز است).... ممنون که تشریف آوردین (آوردید). در مورد نتیجه مصاحبه باهاتون تماس گرفته می‌شه (می‌شود)."", ""bale, bime daarin (daarid). morakh-khasi-ye estehqaaqi toonam (taan ham) bist-o shish (shesh) rooze (rooz ast)...mamnoon ke tashrif aavordin (aavardid). dar mored-e natije-ye mosaahebe baahaatoon (baa shomaa) tamaas gerefte mishe (mishavad).""]"
transcript_1277-12,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1277/12.mp3,Thank you. Have a nice day!,"[""ممنون. روز خوبی داشته باشین (باشید)!"", ""mamnoon. rooz-e khoobi daashte baashin (baashid)!""]"
vocabulary-6379,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/6379.mp3,responsibility,"[""مسئول""]"
vocabulary-sample-3809,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/3809.mp3,I'm in charge of holding this ceremony.,"[""من مسئول برگزاری این جشنم (جشن هستم).""]"
vocabulary-6380,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/6380.mp3,attend,"[""رسیدگی""]"
vocabulary-sample-3810,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/3810.mp3,When do they want to address this problem?,"[""کی میخوان (می خواهند) به این مشکل رسیدگی کنن (کنند)؟""]"
vocabulary-6384,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/6384.mp3,mother tongue,"[""زبان مادری""]"
vocabulary-sample-3814,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/3814.mp3,Sometimes expressing your feelings in a language other than your mother tongue is impossible.,"[""گاهی اوقات بیان احساسات به زبانی جز زبان مادری غیرممکنه (غیرممکن است).""]"
vocabulary-6385,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/6385.mp3,manage,"[""مدیریت کردن""]"
vocabulary-sample-3815,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/3815.mp3,Effective time management is one of the characteristics of successful people.,"[""مدیریت کردن زمان یکی از ویژگی های انسان های موفقه (موفق است) .""]"
vocabulary-6382,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/6382.mp3,labor law,"[""قانون کار""]"
vocabulary-sample-3812,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/3812.mp3,The labor law needs to change.,"[""قانون کار نیاز به تغییر داره (دارد).""]"
vocabulary-6383,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/6383.mp3,be ready,"[""آمادگی داشتن""]"
vocabulary-sample-3813,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/3813.mp3,I'm not ready to marry and start a family.,"[""آلان آمادگی ازدواج و تشکیل خانواده رو (را) ندارم.""]"
vocabulary-6458,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/6458.mp3,suggested,"[""پیشنهادی""]"
vocabulary-sample-3887,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/3887.mp3,Their offered price was so high.,"[""رقم پیشنهادیشون (یشنهادی ایشان) خیلی بالا بود.""]"
775402,https://d1pra95f92lrn3.cloudfront.net/audio/775402.mp3,accounting,"[""حسابداری""]"
vocabulary-sample-6504,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/6504.mp3,accounting documents,"[""اسناد حسابداری""]"
vocabulary-sample-3788,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/3788.mp3,The guys in accounting are always busy at the end of a quarter.,"[""پرسنل حسابداری همیشه در پایان فصل سرشان شلوغ است.""]"
vocabulary-6386,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/6386.mp3,wage cap,"[""سقف دستمزد""]"
vocabulary-sample-3816,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/3816.mp3,"Cap, in the term ‘cap wage,’ means limit (maximum).","[""سقف، در عبارت سقف دستمزد به معنای حداکثر است.""]"
vocabulary-6381,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/6381.mp3,paid vacation,"[""مرخصی استحقاقی""]"
vocabulary-sample-3811,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/3811.mp3,I have 30 days of paid vacation.,"[""من سی روز مرخصی استحقاقی دارم.""]"
transcript_1278-1,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1278/1.mp3,I've just finished my studies in English literature.,"[""من تازه درسمو (درسم را) تو (در) رشته ادبیات زبان انگلیسی تموم (تمام) کردم."", ""man taaze darsam-o (darsam raa) too (dar) reshte-ye adabiyaat-e zabaan-e ingilisi tamoom (tamaam) kardam.""]"
transcript_1278-2,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1278/2.mp3,I remember you always wanted to become a teacher. I believe you have a talent for instructing it as well.,"[""یادمه (یادم هست) همیشه دوست داشتی معلم بشی (بشوی). فکرمی کنم که تو (در) آموزش دادنشم (دادنش هم) استعداد داشته باشی."", ""yaadame (yaadam hast) hamishe doost daashti moa'llem beshi (beshavi). fekr mikonam too (dar) aamoozesh daadanesh-am (daadanash ham) este'daad daashte baashi.""]"
transcript_1278-3,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1278/3.mp3,I want to be able to teach. I'd love to work with kids.,"[""دلم می خواد (می خواهد) بتونم (بتوانم) درس بدم (بدهم). خیلی دوست دارم که بتونم (بتوانم) با بچه ها کار کنم."", ""delam mikhaad (mikhaahad) betoonam (betavaanam) dars bedam (bedaham). kheyli doost daaram ke betoonam (betavaanam) ba bachche haa kaar konam.""]"
transcript_1278-4,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1278/4.mp3,"Teaching a new language to kids may seem hard, but they learn faster and are more imaginative.","[""یاد دادن یه زبون (زبان) جدید به بچه ها شاید کمی سخت به نظر برسه (برسد) اما اونا (آن ها) زودتر یاد می گیرن (می گیرند) و قوه تخیل بالاییم (بالایی هم) دارن (دارند)."", ""yaad daadan-e ye (yek) zaboon-e (zabaan-e) jadid be bachcheh-haa shaayad kami sakht be nazar berese (beresad) ammaa oonaa (aan haa) zoodtar yaad migirnan (migirand) -o (va) qovve-ye takhayyol-e baalaayi-yam (baalaayi ham) daaran (daarand).""]"
transcript_1278-5,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1278/5.mp3,It's always been one of my biggest dreams to found a language school in a deprived area and teach the kids who don't have many financial facilities.,"[""همیشه یکی از بزرگ ترین آرزوهام (آرزوهایم) این بوده که بتونم یه (یک) مدرسه زبان توی مناطق محروم کشورم تاسیس کنم و به بچه هایی که امکانات مالی زیادی ندارن (ندارند) مجانی درس بدم."", ""hamishe yeki az bozorg tarin aarezoohaam (aarezoo haa yam) in boode ke betoonam (betavaanam) ye (yek) madrese-ye zabaan too manaateq-e mahroom-e keshvaram ta'sis konam -o be bachche haayi ke emkaanaat-e maali-ye ziyaadi nadaaran (nadaarand) majjaani dars bedam (bedaham).""]"
transcript_1278-6,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1278/6.mp3,You have a laudable goal.,"[""هدف قابل ستایشی داری."", ""hadaf-e qaabel-e setaayeshi daari.""]"
transcript_1278-7,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1278/7.mp3,I'd like to have a library full of poetry and picture books in that school.,"[""دوست دارم تو (در) اون (آن) مدرسه یه (یک) کتابخونه (کتابخانه) پر از کتابای (کتاب‌های) مصور شعر و داستان انگلیسیم (انگلیسی هم) داشته باشم."", ""doost daaram too (dar) oon (aan) madrese ye (yek) ketaabkhoone (ketaabkhaane) por az ketaabaa-ye (ketaab-haa-ye) mosavvar-e sh'er-o (va) daastaan-e ingilisi-yam (ingilisi ham) daashte baasham.""]"
transcript_1278-8,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1278/8.mp3,I hope this dream of yours comes true soon.,"[""امیدوارم که خیلی زود به این آرزوت (آرزویت) برسی."", ""omidvaaram ke kheyli zood be in aarezoot (aarezoo yat) beresi.""]"
transcript_1278-9,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1278/9.mp3,I hope I can be a great teacher someday and realize my dream with the help of philanthropists who give donations to build schools.,"[""منم امیدوارم که یه (یک) روز معلم بزرگی بشم (بشوم) و بتونم (بتونم) با کمک خیرین مدرسه ساز آرزومو (آرزویم را)‌ محقق کنم."", ""manam (man ham) omidvaaram ke ye (yek) rooz mo'allem-e bozorgi besham-o (beshavam va) betoonam (betavaanam) baa komak-e khayyerin-e madrese-saaz aarezoom-o (aarezoo yaam raa) mohaqqaq konam.""]"
transcript_1278-10,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1278/10.mp3,You can always count on my help.,"[""روی کمک منم (من هم) همیشه میتونی (میتوانی) حساب کنی."", ""rooy-e komak-e man-am (man ham) hamishe mitooni (mitavaani) hesaab koni.""]"
vocabulary-6387,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/6387.mp3,talent,"[""استعداد""]"
vocabulary-sample-3978,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/3978.mp3,I have writing talent.,"[""استعداد نویسندگی دارم.""]"
vocabulary-sample-3817,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/3817.mp3,I wish I had musical talent.,"[""دلم می خواست استعداد موسیقی داشتم.""]"
vocabulary-6388,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/6388.mp3,teach,"[""یاد دادن""]"
vocabulary-sample-3818,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/3818.mp3,"I'm teaching yoga to my niece, Sarvenaz.","[""دارم به برادر زاده ام سروناز یوگا یاد میدم (میدهم).""]"
vocabulary-6392,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/6392.mp3,picture book,"[""کتاب مصور""]"
vocabulary-sample-3822,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/3822.mp3,This artist is an illustrator of picture books for children.,"[""این هنرمند تصویرگر کتاب های مصور برای کودکان است.""]"
dictionary-14231_t.be8fcbb9e15075c52aee53a2f5d3fdda,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/dictionary/14231_t.be8fcbb9e15075c52aee53a2f5d3fdda.mp3,philanthropist,"[""خیر""]"
vocabulary-sample-3823,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/3823.mp3,Philanthropist school builders have gatherings every year.,"[""خیرین مدرسه ساز هر سال گردهمایی دارند.""]"
vocabulary-6390,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/6390.mp3,imagination,"[""قوه تخیل""]"
vocabulary-sample-3820,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/3820.mp3,"To be a good writer, you need to have a strong imagination.","[""برای اینکه نویسنده خوبی باشی باید قوه تخیل بالایی داشته باشی.""]"
vocabulary-6391,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/6391.mp3,financial facility,"[""امکانات مالی""]"
vocabulary-sample-3821,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/3821.mp3,Financial facilities of this university are limited.,"[""امکانات مالی این دانشگاه خیلی محدوده (محدود است).""]"
vocabulary-6396,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/6396.mp3,school builder,"[""مدرسه ساز""]"
vocabulary-sample-3825,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/3825.mp3,School builders are great humans.,"[""مدرسه سازان انسان های بزرگی هستند.""]"
vocabulary-3469,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/3469.mp3,poor,"[""محروم""]"
